State,GDPs,dCalifornia,dTexas,dNew York,dFlorida,dIllinois,dPennsylvania,dOhio,dNew Jersey,dGeorgia,dWashington,dMassachusetts,dNorth Carolina,dVirginia,dMichigan,dMaryland,dColorado,dMinnesota,dTennessee,dIndiana,dArizona,dWisconsin,dMissouri,dConnecticut,dLouisiana,dOregon,dSouth Carolina,dAlabama,dKentucky,dOklahoma,dIowa,dUtah,dKansas,dNevada,dArkansas,dNebraska,dMississippi,dNew Mexico,dHawaii,dNew Hampshire,dWest Virginia,dIdaho,dDelaware,dMaine,dRhode Island,dNorth Dakota,dAlaska,dSouth Dakota,dMontana,dWyoming,dVermont,Male,Female,White,Black,Hispanic,Asian,Health,Homeless,Normalized Homeless,Total Cases,Normalized cases,Infected Score,Total Death,Normalized deaths,Death Score,Death-Infected,Lockdown type,Day lockdown,Population,area,Population density,Busy airport score,Normalized busy airport,age0to4,Norm_0_4,age5to9,Norm_5_9,age10to14,Norm_10_14,age15to19,Norm_15_19,age20to24,Norm_20_24,age25to29,Norm_25_29,age30to34,Norm_30_34,age35to39,Norm_35_39,age40to44,Norm_40_44,age45to49,Norm_45_49,age50to54,Norm_50_54,age55to59,Norm_55_59,age60to64,Norm_60_64,age65to69,Norm_65_69,age70to74,Norm_70_74,age75to79,Norm_75_79,age80to84,Norm_80_84,age85plus,Norm_85+,Peak Infected,Peak Death,Testing,Pre-lockdown testing,Post-lockdown testing,Age_0_20,Age_20_40,Age_40_60,Age_60_80,Age_80+,Pre-Infected-Count,Pre-Death-Count,Post-Infected-Count,Post-Death-Count,FirstInf-Lockdown,Percentage Change 2019-20
Kansas,169558,21.12982273,7.082114419,23.28474876,18.73685984,9.313448513,20.71846259,15.68943189,23.76825839,16.04325758,23.78983408,26.83763218,19.21859769,19.55088708,14.22967663,21.59679532,7.185063327,8.788845715,12.31525105,12.17958791,13.93397217,10.38818002,5.923986679,25.84312626,9.79173141,22.83531827,18.07311136,12.88778481,13.11341343,3.036945217,6.0567144,13.3146709,0,18.26990037,6.943828112,3.356772393,10.44298339,8.745697022,60.78239256,27.29661838,17.75831009,17.25700132,22.88077451,29.937875,27.01233074,9.19599974,59.65771735,6.230328015,14.13804228,10.21624083,26.31199875,0.5,0.51,0.76,0.05,0.12,0.03,31,2693,0.00092273,10011,0.003430169,1,217,7.43529E-05,0,0,2,90,2918515,82282,35.4696653,307111,0.016351763,189335,0.064873746,197621,0.067712861,200446,0.068680819,200274,0.068621885,213020,0.072989174,195035,0.066826794,187849,0.064364583,189972,0.065092007,166350,0.056998165,166989,0.057217112,168948,0.057888344,191689,0.06568032,181736,0.062270024,150262,0.051485773,112595,0.038579552,78411,0.026866746,55437,0.018994934,65536,0.022455255,61,57,39012,5071.56,"33,940",0.26988931,0.269272558,0.237783941,0.179202094,0.04145019,97,3,9957,224,23,-3
Nevada,168752,3.557623027,18.99901972,41.26392613,35.81662609,27.44395831,38.86249065,33.85103883,41.96724949,33.8556419,8.912010979,44.91860825,37.43414658,37.82071127,31.62165647,39.84124151,11.08836239,23.38318486,30.47897536,30.35486426,7.08934491,27.15835705,24.19274613,43.96373829,25.98232598,6.051890325,36.14229759,30.51368474,31.38043436,19.49893694,23.29761991,4.960955187,18.26990037,0,24.59183771,16.98038581,27.75762951,11.61314175,44.06635016,45.25978273,36.01507207,5.412357642,41.12759963,47.77184634,45.13607695,18.09062778,43.39074115,17.18394778,10.42246088,9.792436992,44.22015492,0.5,0.5,0.49,0.09,0.29,0.08,5,8443,0.002762017,8830,0.002888619,1,420,0.000137398,1,0,2,91,3056824,110567,27.64680239,293925,0.01564969,185995,0.060845832,191607,0.062681725,197022,0.064453171,181098,0.059243843,182064,0.059559857,227464,0.074411873,217908,0.071285753,210838,0.068972895,192315,0.062913338,201625,0.065958982,193714,0.063371002,194281,0.063556489,182280,0.059630518,160427,0.052481595,132825,0.043451962,88212,0.028857402,51355,0.016800117,43362,0.014185311,78,36,63950,8313.5,"55,637",0.24722457,0.274230378,0.255799811,0.184421478,0.030985428,311,6,8219,423,21,-4.6
Arkansas,129812,27.12386778,7.690007644,18.73787314,11.7935142,6.085888565,15.8186376,11.05347226,18.5424632,9.277545758,30.66313335,21.90957202,13.07166882,13.84062898,11.7818491,16.19540979,13.73259475,11.53824696,6.167930289,7.934854829,19.22757931,10.0338319,3.462834244,20.83171581,3.850791821,29.53321131,11.58745304,5.998879943,7.613218312,5.099297687,7.25814861,19.72732988,6.943828112,24.59183771,0,9.909691834,3.514810066,13.67866137,65.57726487,22.63643698,12.3996288,24.10318188,17.4257818,25.45527471,21.96002401,14.90080577,66.56922823,12.32063456,21.05609213,17.14382039,21.80139005,0.49,0.51,0.72,0.15,0.08,0.02,10,3812,0.001262115,7818,0.002588461,1,136,4.50282E-05,0,0,-1,-1,3020327,53182,56.79227934,100000,0.005324382,190343,0.06302066,193284,0.063994395,200786,0.066478232,197707,0.065458806,201638,0.066760321,206497,0.068369087,190091,0.062937225,191673,0.063461009,176845,0.058551607,184172,0.060977503,184495,0.061084445,198163,0.065609783,186304,0.061683387,162561,0.053822318,133450,0.044183958,95234,0.031531023,61565,0.020383554,59017,0.019539937,70,51,51944,6752.72,"45,191",0.258952094,0.261527643,0.246223339,0.191220686,0.039923492,231,2,7700,140,13,-4.9
Nebraska,124742,20.15045046,10.07278808,24.30957509,21.62085323,10.703674,22.0053908,17.04740756,25.15839096,18.61581075,21.46324583,27.99610633,21.26611143,21.32306028,14.65657761,23.13779405,6.288736411,7.254860746,14.59511553,13.61308573,13.91177838,10.2755089,7.997066328,27.06793065,13.05416984,20.90096486,20.37741344,15.64727131,15.03568617,6.378329864,6.32197375,12.08319239,3.356772393,16.98038581,9.909691834,0,13.41740837,9.526682987,60.43585237,28.29524623,19.39002195,15.08256252,24.42339619,30.79163783,28.23923915,5.950232258,57.11486871,2.938311707,11.27848843,7.891930031,27.24709844,0.5,0.5,0.79,0.04,0.11,0.02,24,3145,0.001627384,14611,0.007560481,2,181,9.36587E-05,0,0,-1,-1,1932549,77358,24.9818894,100000,0.005324382,132968,0.068804465,132340,0.068479506,133482,0.069070435,131579,0.068085725,137180,0.07098397,128475,0.066479556,127248,0.065844644,128339,0.066409183,110972,0.057422606,109690,0.056759234,110281,0.057065047,125547,0.064964459,117501,0.060801046,99312,0.051389124,73215,0.037885197,51194,0.026490402,36867,0.019076877,43078,0.022290767,81,72,61996,8059.48,"53,937",0.274440131,0.269717353,0.236211346,0.176565769,0.041367644,77,0,14602,189,15,-2.1
Mississippi,115749,30.1318655,9.745289326,17.44600653,8.304178612,7.320487127,14.39240946,10.21042266,16.74564461,6.225923309,34.08639962,20.2398883,10.65968614,11.82547846,12.36633429,14.3436139,17.06962263,14.31623095,4.555092299,7.918361654,22.04611308,11.89237731,6.274700318,19.12936618,2.864401726,32.85727131,8.850482372,2.839425613,6.487142621,8.330117556,10.09289022,22.96220985,10.44298339,27.75762951,3.514810066,13.41740837,0,16.52944904,67.8566339,21.14005775,10.80171071,27.51653345,15.48184143,24.01615791,20.1977741,18.25080632,70.01258943,15.76568567,24.56781708,20.61720718,20.43254823,0.48,0.52,0.57,0.38,0.03,0.01,27,2403,0.000805623,16322,0.005472067,1,782,0.000262171,1,0,1,93,2982785,48434,61.5845274,100000,0.005324382,185477,0.062182491,192967,0.064693567,206927,0.069373756,205933,0.069040511,206761,0.069318104,209411,0.070206535,184895,0.061987371,189869,0.06365494,175129,0.05871325,184333,0.061798956,184460,0.061841534,198698,0.066614925,187195,0.062758462,157411,0.052773163,123174,0.041294964,85408,0.028633643,56141,0.018821672,52341,0.017547695,79,54,69805,9074.65,"60,730",0.265290324,0.26516695,0.248968665,0.185460233,0.036369366,319,1,15236,781,18,-5.4
New Mexico,101452,13.64262357,7.387861119,31.75747538,24.35779021,17.82983893,29.04306819,24.04859485,31.96734354,22.73865087,19.33505514,35.19157221,26.74957125,27.43623729,22.96486477,29.6877932,4.624718051,16.7449906,19.81528973,20.57612275,5.549186882,19.08395185,14.2143115,34.15598915,14.50515043,17.30411658,25.22096427,19.35247288,21.04421042,8.698950864,14.76403805,7.408262404,8.745697022,11.61314175,13.67866137,9.526682987,16.52944904,0,52.20531065,35.7550058,25.83911888,13.0818943,30.94873962,38.46500183,35.31266905,14.21284876,54.87313799,11.63588894,13.12655811,8.708250107,34.81429225,0.49,0.51,0.37,0.02,0.49,0.02,4,2819,0.001348347,8024,0.003837934,1,367,0.000175539,1,0,2,84,2090708,121593,17.19431217,100000,0.005324382,124246,0.059427715,134822,0.064486289,139941,0.066934742,139052,0.066509527,141547,0.067702903,145687,0.069683093,138148,0.066077138,133594,0.063898928,117190,0.056052782,119283,0.057053878,121582,0.058153506,139264,0.066610928,134883,0.064515466,121673,0.058197032,96211,0.046018382,64896,0.031040203,42238,0.020202726,41171,0.019692372,48,52,109283,14206.79,"95,076",0.257358273,0.267362061,0.237871094,0.199771082,0.039895098,100,0,7673,375,26,-3.1
Hawaii,93419,40.58610588,58.12836051,83.96276968,74.3927193,70.01999144,81.22590648,76.24799304,84.08904486,73.96917066,44.99528958,87.37191524,78.48441479,79.4114724,74.92938842,81.76457642,54.15838283,67.28939309,71.73232955,72.78132511,46.84853271,70.69850108,66.41928327,86.32296917,65.27259563,42.91427536,76.69707713,70.65709237,73.13315863,60.83385142,66.54380593,48.57860162,60.78239256,44.06635016,65.57726487,60.43585237,67.8566339,52.20531065,0,87.95893476,77.94145524,48.1949484,83.00193196,90.66774307,87.47149466,62.15469794,43.96696244,61.12143903,53.8587281,53.8429449,87.01902492,0.49,0.51,0.21,0.02,0.1,0.38,35,6335,0.004441272,610,0.000427652,0,17,1.19182E-05,0,0,2,85,1426393,10932,130.4786864,100000,0.005324382,87704,0.061486561,86869,0.060901168,81954,0.057455414,77179,0.054107809,90951,0.063762932,103977,0.072895058,99029,0.069426168,96796,0.067860681,83714,0.058689295,85505,0.05994491,85119,0.059674297,90807,0.063661978,89920,0.06304013,82492,0.057832589,66441,0.046579729,42395,0.029721823,28595,0.02004707,41044,0.028774679,25,34,43793,5693.09,"38,100",0.233950952,0.273944838,0.241970481,0.197174271,0.048821748,90,0,536,17,18,-8
New Hampshire,86046,48.32713156,30.3154283,4.012061986,18.56418503,17.98730615,6.820790864,11.71510441,4.662329131,16.20353984,49.00613506,1.438949843,11.26744774,9.530162211,13.84513739,6.966869189,34.28804468,22.87247922,16.71306922,15.18027562,41.16805769,18.43717244,21.5450427,2.356185137,23.99694274,48.97785397,13.49454331,18.7436199,15.03451691,27.14715316,21.97362399,40.32721887,27.29661838,45.25978273,22.63643698,28.29524623,21.14005775,35.7550058,87.95893476,0,10.35123658,43.03712181,6.115679359,2.884504791,2.004454664,29.12973661,83.23276093,28.65538123,38.20133057,35.97661803,1.152073492,0.5,0.5,0.9,0.01,0.04,0.03,46,1447,0.001071396,4749,0.00351628,1,256,0.000189549,1,0,2,88,1350575,9351,144.4310769,100000,0.005324382,64020,0.047402032,69360,0.051355904,76114,0.056356737,85131,0.063033153,89682,0.066402828,85844,0.063561076,83231,0.061626344,79847,0.059120745,74827,0.055403809,89868,0.066540548,100374,0.074319457,110921,0.082128723,101594,0.075222775,82879,0.061365715,64054,0.047427207,41515,0.030738759,26709,0.019776021,30488,0.022574089,59,64,71790,9332.7,"62,457",0.218147826,0.250710993,0.278392537,0.214754456,0.04235011,107,1,4432,264,23,-4.7
West Virginia,79168,38.87420618,20.03367324,6.676024507,10.17575733,8.687478753,3.602076825,2.72401415,6.148429885,6.629075077,40.77263934,9.528307145,3.323203882,2.093422404,7.448242067,3.854110799,24.92764649,15.67099508,6.368062912,5.796025371,31.34314484,11.11864261,11.83871414,8.439413615,13.66401606,40.2847964,4.731922198,8.536487466,4.808374237,17.14542477,13.32349738,31.05471235,17.75831009,36.01507207,12.3996288,19.39002195,10.80171071,25.83911888,77.94145524,10.35123658,0,34.46657213,5.129565769,13.22029432,9.561091378,21.71070222,76.03337111,20.44457347,30.20551757,27.2783503,9.631888208,0.49,0.51,0.92,0.04,0.01,0.01,12,2240,0.001242321,2056,0.001140273,0,78,4.32594E-05,0,0,2,84,1803077,24231,74.4119929,100000,0.005324382,95257,0.052830245,101043,0.056039204,104388,0.057894366,107227,0.059468897,113094,0.062722779,113614,0.063011175,101748,0.056430202,109230,0.060579776,107530,0.059636943,116488,0.064605117,117965,0.065424272,127758,0.070855543,130612,0.072438393,119700,0.066386516,93137,0.051654477,64373,0.035701748,42768,0.023719453,39900,0.022128839,65,33,61719,8023.47,"53,696",0.226232712,0.242743932,0.260521875,0.226181134,0.045848292,39,0,1960,78,18,-5.5
Idaho,78640,8.657342883,19.98259709,39.11116105,35.79956484,25.77921017,36.97684085,32.07786836,40.15628021,33.29720536,6.574883613,42.85575665,36.30671154,36.40560727,29.2028003,38.19106971,10.5280556,20.39918644,29.51098536,28.67979081,10.50023238,24.62041805,22.95159379,41.97450781,26.22792455,5.959927129,35.29415634,30.09762347,30.09301316,19.23077049,21.23927858,5.840851346,17.25700132,5.412357642,24.10318188,15.08256252,27.51653345,13.0818943,48.1949484,43.03712181,34.46657213,0,39.47377866,45.38163278,43.13979655,14.48259228,42.51412754,14.38700318,5.665433375,7.190659655,41.94814924,0.5,0.5,0.82,0.01,0.13,0.02,34,1781,0.001015474,2933,0.001672311,0,83,4.73242E-05,0,0,2,85,1753860,83574,20.98571326,100000,0.005324382,116339,0.066333117,122965,0.070111069,131036,0.074712919,124506,0.070989703,114894,0.06550922,119176,0.067950692,112206,0.0639766,115383,0.065788033,104646,0.059666108,101672,0.05797042,98253,0.056021005,108608,0.061925125,106242,0.060576101,94545,0.053906811,73696,0.042019317,50168,0.028604336,30454,0.017363986,29419,0.016773859,19,30,31192,4054.96,"27,137",0.282146808,0.263224545,0.235582658,0.185106565,0.034137845,73,0,2834,83,14,-1.1
Delaware,76537,44.00165773,24.98292416,3.964259941,12.47156008,13.73186392,2.971804403,7.403129018,1.461231689,10.16385101,45.71918405,4.935432189,5.183341442,3.656379261,11.26106156,1.287562026,30.04280096,20.16460809,11.28856894,10.81449993,36.46137131,15.54618483,16.96481353,3.82682905,18.2952714,45.32375731,7.402667036,12.91482736,9.904539486,22.25070954,18.25366788,36.16667965,22.88077451,41.12759963,17.4257818,24.42339619,15.48184143,30.94873962,83.00193196,6.115679359,5.129565769,39.47377866,0,8.939702056,4.776069618,26.35576956,80.76555865,25.31593225,35.06785483,32.29563084,5.818789689,0.48,0.52,0.62,0.21,0.09,0.04,51,946,0.000974073,9712,0.010000206,3,375,0.000386128,2,0,1,84,971180,1954,497.0214944,100000,0.005324382,54811,0.05643753,56247,0.057916143,57654,0.059364896,60363,0.062154287,58349,0.060080521,66980,0.068967648,62083,0.063925328,58850,0.060596388,52618,0.054179452,58432,0.060165984,64059,0.065959966,68793,0.070834449,66846,0.068829671,59514,0.061280092,48680,0.050124591,32805,0.033778496,20250,0.020850924,19837,0.020425668,45,65,69457,9029.41,"60,428",0.235872856,0.253569884,0.25113985,0.21401285,0.041276591,104,0,9235,375,19,-3.9
Maine,65349,50.88941158,33.14135623,6.732329648,21.32173371,20.65273823,9.663927783,14.47296893,7.503657071,19.06925022,51.24395721,4.031534232,14.11487394,12.40808216,16.19972045,9.841073308,36.85999501,25.07905883,19.57401419,17.89691637,43.84446449,20.76467613,24.25131496,5.117249848,26.87474049,51.3355856,16.33916888,21.62809508,17.86855359,29.89661166,24.47592249,42.85866134,29.937875,47.77184634,25.45527471,30.79163783,24.01615791,38.46500183,90.66774307,2.884504791,13.22029432,45.38163278,8.939702056,0,4.358013819,31.29234523,85.11480632,30.99731065,40.42555692,38.38187641,3.66183146,0.49,0.51,0.93,0.01,0.02,0.01,49,3016,0.002248092,2418,0.00180235,0,95,7.08119E-05,0,0,2,85,1341582,35387,37.91171899,100000,0.005324382,64282,0.047915073,67596,0.050385291,73235,0.054588538,77391,0.057686373,75024,0.055922038,80641,0.060108886,79699,0.05940673,78163,0.058261813,74220,0.055322746,85710,0.063887261,94463,0.070411648,107152,0.079869885,104829,0.078138347,91727,0.068372265,71640,0.053399643,47585,0.035469319,31628,0.023575152,33419,0.024910143,68,41,"45,701",5941.13,"39,760",0.210575276,0.233699468,0.269491541,0.235379574,0.048485296,118,0,2206,95,42,-3.7
Rhode Island,61341,48.12351672,29.5888632,4.171082128,16.99584157,17.71586222,6.294204252,11.3231403,3.45252166,14.93024812,49.22288982,0.635539118,9.939462385,8.397323284,14.10903562,5.854295306,34.09700737,23.21040653,15.89725648,14.83283281,40.78133714,18.67210352,21.16376591,1.172358179,23.02895876,49.05406873,12.14273744,17.67490612,14.35624565,26.64282742,21.94342601,40.18409184,27.01233074,45.13607695,21.96002401,28.23923915,20.1977741,35.31266905,87.47149466,2.004454664,9.561091378,43.13979655,4.776069618,4.358013819,0,29.48064917,83.77025954,28.80342014,38.4548085,36.01917691,2.637284287,0.49,0.52,0.72,0.06,0.16,0.03,44,1384,0.001303555,15112,0.014233615,4,732,0.000689453,3,0,2,88,1061712,1545,687.192233,100000,0.005324382,54413,0.051250245,54840,0.051652426,58821,0.05540203,71426,0.067274364,76616,0.072162696,76369,0.071930053,69862,0.065801272,65405,0.061603335,58781,0.055364355,66143,0.062298439,73227,0.068970681,76974,0.072499887,72184,0.067988306,57725,0.054369735,44870,0.042261932,30741,0.02895418,21066,0.019841539,27852,0.026233103,53,78,"161,172",20952.36,"140,220",0.225579065,0.271497355,0.259133362,0.193574152,0.046074642,124,0,14363,742,29,-4.5
North Dakota,55657,21.59933725,16.01464953,25.34118037,26.05303834,13.48642899,23.5998377,19.06903553,26.79520285,22.56296472,19.98141401,29.12386183,24.20262933,23.78369792,15.37222151,25.11938154,9.862921779,6.270605132,18.26530316,16.07127846,17.28905501,10.84636994,12.11685622,28.34427359,18.44096983,20.3978016,23.79312574,20.03004399,18.11783617,12.22777461,8.801711823,13.85182618,9.19599974,18.09062778,14.90080577,5.950232258,18.25080632,14.21284876,62.15469794,29.12973661,21.71070222,14.48259228,26.35576956,31.29234523,29.48064917,0,54.41218292,3.015334442,9.176009455,8.369178899,28.0049893,0.51,0.49,0.84,0.03,0.04,0.02,45,2069,0.002739534,2646,0.003503531,1,65,8.60656E-05,0,0,-1,-1,755238,70704,10.68168703,100000,0.005324382,54695,0.072420879,50206,0.066477058,47648,0.063090046,47282,0.06260543,63579,0.084184059,61153,0.080971826,53647,0.071033237,49895,0.066065267,40507,0.053634748,39212,0.051920057,40793,0.054013437,48475,0.064185065,46348,0.061368734,37277,0.049357951,26945,0.035677495,18962,0.025107317,14657,0.019407127,18796,0.024887519,70,55,"103,509",13456.17,"90,053",0.264593413,0.302254389,0.223753307,0.171511497,0.044294646,36,0,2578,69,17,-3.5
Alaska,54851,42.41668536,62.17455606,79.60281376,78.30626575,67.50250361,78.00549026,73.44176968,81.19573537,75.67031225,35.93927962,83.37285485,78.26879809,78.07624741,69.71569995,79.52362947,53.03112641,60.64044,71.70978969,70.28476358,50.37370662,65.2486477,65.11188931,82.65709614,68.72278215,37.57081652,77.48858209,72.54408886,72.04054771,61.74433833,62.76190469,47.56267141,59.65771735,43.39074115,66.56922823,57.11486871,70.01258943,54.87313799,43.96696244,83.23276093,76.03337111,42.51412754,80.76555865,85.11480632,83.77025954,54.41218292,0,55.6283158,45.91432179,49.44256697,82.08609038,0.51,0.49,0.6,0.03,0.07,0.06,40,1946,0.002636613,487,0.000659831,0,10,1.35489E-05,0,0,2,88,738068,656425,1.124375214,100000,0.005324382,53115,0.071964914,52056,0.070530087,49759,0.067417907,46263,0.062681216,53000,0.071809102,61672,0.083558696,57193,0.07749015,51672,0.070009809,42978,0.058230407,43558,0.059016242,44559,0.060372486,49246,0.066722849,45356,0.061452332,35078,0.047526786,23477,0.031808722,13893,0.018823469,7710,0.010446192,6853,0.009285052,79,14,"87,351",11355.63,"75,995",0.272594124,0.302867757,0.244341985,0.15961131,0.019731244,42,0,466,8,17,-2.7
South Dakota,52544,20.56733087,12.99945345,24.7444315,23.79251517,11.87599995,22.708471,17.92164441,25.9051052,20.5182522,20.43326708,28.50185324,22.65511995,22.46582272,14.81642146,24.0470898,7.615068001,6.19924237,16.31754802,14.66826739,15.30231797,10.23378311,9.869476996,27.64346112,15.70433047,20.33841288,22.01070614,17.76416555,16.44610342,9.267250572,7.13512766,12.54481572,6.230328015,17.18394778,12.32063456,2.938311707,15.76568567,11.63588894,61.12143903,28.65538123,20.44457347,14.38700318,25.31593225,30.99731065,28.80342014,3.015334442,55.6283158,0,9.761936261,7.4667665,27.56305926,0.5,0.5,0.82,0.02,0.04,0.01,16,1094,0.001246312,5067,0.005772451,1,62,7.06319E-05,0,0,-1,-1,877790,77121,11.38198415,100000,0.005324382,62132,0.070782306,60762,0.069221568,60882,0.069358275,57674,0.065703642,59585,0.0678807,58754,0.066934005,57341,0.06532428,56007,0.063804555,47902,0.054571139,47241,0.053818111,49840,0.056778956,59311,0.067568553,57950,0.066018068,50160,0.057143508,34890,0.039747548,23666,0.02696089,17147,0.019534285,20991,0.023913464,59,56,"62,689",8149.57,"54,539",0.27506579,0.26394354,0.232736759,0.189870014,0.043447749,29,1,5071,61,63,-1.7
Montana,49635,13.93348713,18.67555069,34.35191877,32.8378678,21.60594629,32.4269971,27.67940842,35.62756804,29.893736,10.81893096,38.12747608,32.35702904,32.2215386,24.37377709,33.80216625,9.032297078,15.34742871,25.83428118,24.4242915,12.93805528,19.7887671,19.25131386,37.30343717,23.80184856,11.36153202,31.59681413,26.90310157,26.12660746,16.69652753,16.8875384,8.010522882,14.13804228,10.42246088,21.05609213,11.27848843,24.56781708,13.12655811,53.8587281,38.20133057,30.20551757,5.665433375,35.06785483,40.42555692,38.4548085,9.176009455,45.91432179,9.761936261,0,4.560086557,37.08773803,0.5,0.5,0.86,-1,-1,-1,25,1878,0.001767812,525,0.000494197,0,17,1.60026E-05,0,0,2,88,1062330,147046,7.224473974,100000,0.005324382,62536,0.05886683,63526,0.059798744,65281,0.061450773,64023,0.060266584,72513,0.068258451,71120,0.066947182,66343,0.062450463,67394,0.063439797,59002,0.055540181,58886,0.055430987,61392,0.057789952,74523,0.070150518,76864,0.072354165,68722,0.06468988,50861,0.047876837,34678,0.032643341,21946,0.020658364,22695,0.021363418,13,16,"43,745",5686.85,"38,058",0.240382932,0.261095893,0.238911638,0.217564222,0.042021782,51,0,457,17,7,-3
Wyoming,39899,13.25982478,14.15198926,32.02442741,28.92134633,18.59088831,29.82686595,24.90532466,32.99783647,26.23802682,13.62173659,35.75047893,29.12964696,29.21495117,22.18217938,31.01169413,4.472316381,13.64716424,22.36998976,21.49453853,9.640796372,17.63247284,15.79005811,34.85098761,19.60071217,13.04087063,28.15853285,23.10399948,22.90949523,12.49007301,14.08531687,5.530330989,10.21624083,9.792436992,17.14382039,7.891930031,20.61720718,8.708250107,53.8429449,35.97661803,27.2783503,7.190659655,32.29563084,38.38187641,36.01917691,8.369178899,49.44256697,7.4667665,4.560086557,0,34.90189769,0.51,0.49,0.84,0,0.1,0.01,11,953,0.001661089,912,0.001589626,0,17,2.96312E-05,0,0,2,88,573720,97818,5.865178188,100000,0.005324382,35912,0.062594994,37847,0.065967719,39104,0.068158684,36313,0.063293941,37966,0.066175138,38879,0.067766506,38899,0.067801367,39158,0.068252806,33555,0.058486718,32540,0.056717563,32340,0.05636896,39394,0.068664157,40455,0.070513491,33583,0.058535523,24585,0.042851914,16203,0.028242,10323,0.017993098,10681,0.018617095,28,40,"49,257",6403.41,"42,854",0.260015338,0.269995817,0.240237398,0.200142927,0.036610193,37,0,861,17,49,-7
Vermont,34154,47.30743506,29.48944228,3.070557443,18.2773827,17.01413446,6.044487638,10.81118239,4.366569935,15.70733326,47.89618063,2.002036228,10.84689396,9.008658849,12.74743172,6.492583284,33.27079855,21.75226205,15.95890374,14.2413644,40.20561582,17.33720486,20.59998221,2.447572775,23.2955438,47.89269055,13.06911702,18.11176499,14.22565407,26.2366427,20.92538346,39.29426287,26.31199875,44.22015492,21.80139005,27.24709844,20.43254823,34.81429225,87.01902492,1.152073492,9.631888208,41.94814924,5.818789689,3.66183146,2.637284287,28.0049893,82.08609038,27.56305926,37.08773803,34.90189769,0,0.49,0.51,0.93,0.01,0.02,0.02,43,1454,0.002330278,988,0.001583435,0,55,8.81467E-05,0,0,2,85,623960,9615,64.89443578,100000,0.005324382,29681,0.047568754,31272,0.050118597,33761,0.054107635,42285,0.067768767,46193,0.074031989,37533,0.060152894,36558,0.058590294,36604,0.058664017,33997,0.054485864,38532,0.061753959,42187,0.067611706,48697,0.078045067,47792,0.076594654,41336,0.066247836,31557,0.050575357,20710,0.03319123,13183,0.021127957,14421,0.023112058,27,16,64237,8350.81,"55,886",0.219563754,0.251439195,0.261896596,0.226609078,0.044240015,93,7,842,48,13,-5.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
